Country,Region,City,Type,North_Traffic (m),East_Traffic (m),West_Traffic (m),South_Traffic (m),North_Time(s),East_Time(s),West_Time(s),South_Time(s)
India,Viman Nagar,Pune,4-way,20,121,44,46,34,73,48,48
India,Aundh,Pune,4-way,227,101,19,1091,87,70,33,105
India,Magarpatta City,Pune,4-way,55,372,20,37,52,105,34,45
India,New Kalyani Nagar,Pune,4-way,31,15,690,651,42,28,105,105
India,LBS Marg Junction,Mumbai,4-way,5,316,415,0,16,105,105,10
India,Gandhi Nagar Junction,Mumbai,4-way,502,678,61,23,105,105,54,38
India,Jolly Marg Junction,Mumbai,4-way,2,178,75,68,12,80,60,57
India,Nikolsawadi Circle,Mumbai,4-way,13,94,1016,0,26,68,105,10
India,MIDC A Cross Road,Mumbai,4-way,111,60,1057,1,71,54,105,11
India,N S Phadke Marg,Mumbai,4-way,124,478,15,153,73,105,28,77
India,Gokhale Bridge,Delhi,4-way,18,2,1110,3,32,12,105,14
India,DND Flyway,Delhi,4-way,0,49,40,80,10,50,46,62
India,Maharani Bagh,Delhi,4-way,26,173,8,230,40,80,20,87
India,Burari Road,Delhi,4-way,6,11,20,12,17,23,34,24
India,Khyber Pass Crossing,Delhi,4-way,0,889,42,92,10,105,47,67
India,Nigam Bodh Ghat,Delhi,4-way,98,646,36,126,69,105,44,73
India,P.S. Timarpur,Delhi,4-way,61,419,32,39,54,105,43,46
India,Mall Road,Delhi,4-way,15,52,2,8,28,51,12,20
India,Chennai Bypass Road,Chennai,4-way,19,13,725,46,33,26,105,48
India,Bangalore Chennai Expressway,Chennai,4-way,6,277,805,145,17,105,105,76
India,Anna Salai,Chennai,4-way,10,894,27,82,22,105,41,63
India,EVR Periyar Salai,Chennai,4-way,44,631,41,5,48,105,46,16
India,Arukilpadi road,Chennai,4-way,40,17,65,81,46,30,56,62
India,Thakkolam,Chennai,4-way,87,66,25,69,65,56,40,58
India,Golden Quadrilateral,Chennai,4-way,148,7,835,9,76,18,105,21
India,Chowringhee Road,Kolkata,4-way,20,23,16,683,34,38,29,105
India,Hazra Road,Kolkata,4-way,55,42,76,87,52,47,60,65
India,Park Street,Kolkata,4-way,5,19,481,627,16,33,105,105
India,Hazra Road,Kolkata,4-way,185,79,799,328,81,62,105,105
India,College Street,Kolkata,4-way,75,126,9,13,60,73,21,26
India,Jaddu Mullick Street,Kolkata,4-way,31,0,115,64,42,10,72,56
India,Raja SC Mullick Road,Kolkata,4-way,1069,652,6,0,105,105,17,10
India,Burdwan Road,Kolkata,4-way,404,89,17,14,105,66,30,27
India,Burdwan Road,Kolkata,4-way,93,47,57,28,67,49,53,41
India,Eastern Metropolitan Bypass,Kolkata,4-way,581,1096,630,271,105,105,105,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,97,191,37,42,69,82,45,47
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,7,28,0,13,18,41,10,26
India,Mahatma Gandhi Marg,Indore,4-way,46,3,125,7,48,14,73,18
India,A.B. Road,Indore,4-way,56,862,67,7,52,105,57,18
India,Dewas Road,Indore,4-way,1199,74,19,36,105,60,33,44
India,Ujjain Road,Indore,4-way,647,76,44,13,105,60,48,26
India,Dhar Road,Indore,4-way,44,65,325,1,48,56,105,11
India,Pithampur Road,Indore,4-way,8,40,1046,903,20,46,105,105
India,Khandwa Road,Indore,4-way,7,20,151,178,18,34,77,80
India,Nemawar Road,Indore,4-way,16,39,36,192,29,46,44,82
India,Sarafa Bazaar,Indore,4-way,554,273,794,12,105,105,105,24
India,Chappan Dukan,Indore,4-way,356,170,68,44,105,79,57,48
India,Olpad-Rander Road,Surat,4-way,294,28,40,68,105,41,46,57
India,Hazira-Adajan Road,Surat,4-way,177,10,8,193,80,22,20,82
India,Sachin-Udhna Road,Surat,4-way,72,12,88,0,59,24,65,10
India,Dumas-Athwa Road,Surat,4-way,156,87,69,18,77,65,58,32
India,Kamrej-Varachha Road,Surat,4-way,154,4,49,66,77,15,50,56
India,Kadodara-Sahara Road,Surat,4-way,3,64,66,174,14,56,56,80
India,National Highway 6 (NH6),Surat,4-way,122,4,82,378,73,15,63,105
India,National Highway 8 (NH8),Surat,4-way,24,133,140,872,39,74,75,105
India,Outer Ring Road,Surat,4-way,532,807,200,197,105,105,83,83
India,Surat-Chennai Expressway,Surat,4-way,401,0,100,17,105,10,70,30
India,J.M. Road,Pune,4-way,96,95,154,775,68,68,77,105
India,Fergusson College Road (FC Road),Pune,4-way,14,182,486,8,27,81,105,20
India,Laxmi Road,Pune,4-way,18,56,48,64,32,52,49,56
India,Shivaji Nagar,Pune,4-way,13,96,5,76,26,68,16,60
India,Koregaon Park,Pune,4-way,12,852,177,419,24,105,80,105
India,Kothrud,Pune,4-way,80,184,40,479,62,81,46,105
India,Viman Nagar,Pune,4-way,2,8,2,109,12,20,12,71
India,Aundh,Pune,4-way,168,144,9,16,79,76,21,29
India,Magarpatta City,Pune,4-way,71,78,19,160,58,61,33,78
India,New Kalyani Nagar,Pune,4-way,4,948,133,119,15,105,74,73
India,LBS Marg Junction,Mumbai,4-way,0,19,108,99,10,33,71,70
India,Gandhi Nagar Junction,Mumbai,4-way,42,149,450,42,47,77,105,47
India,Jolly Marg Junction,Mumbai,4-way,1125,123,14,3,105,73,27,14
India,Nikolsawadi Circle,Mumbai,4-way,2,17,8,1061,12,30,20,105
India,MIDC A Cross Road,Mumbai,4-way,69,20,1008,29,58,34,105,42
India,N S Phadke Marg,Mumbai,4-way,2,191,95,59,12,82,68,54
India,Gokhale Bridge,Delhi,4-way,157,260,747,15,78,105,105,28
India,DND Flyway,Delhi,4-way,32,164,389,134,43,79,105,75
India,Maharani Bagh,Delhi,4-way,17,26,856,78,30,40,105,61
India,Burari Road,Delhi,4-way,783,93,79,732,105,67,62,105
India,Khyber Pass Crossing,Delhi,4-way,25,48,19,17,40,49,33,30
India,Nigam Bodh Ghat,Delhi,4-way,94,70,94,45,68,58,68,48
India,P.S. Timarpur,Delhi,4-way,38,27,78,0,45,41,61,10
India,Mall Road,Delhi,4-way,123,550,144,0,73,105,76,10
India,Chennai Bypass Road,Chennai,4-way,9,1108,3,99,21,105,14,70
India,Bangalore Chennai Expressway,Chennai,4-way,173,65,163,42,80,56,78,47
India,Anna Salai,Chennai,4-way,37,86,179,55,45,64,81,52
India,EVR Periyar Salai,Chennai,4-way,26,126,106,127,40,73,71,74
India,Arukilpadi road,Chennai,4-way,727,152,9,6,105,77,21,17
India,Thakkolam,Chennai,4-way,150,73,587,8,77,59,105,20
India,Golden Quadrilateral,Chennai,4-way,393,19,33,19,105,33,43,33
India,Chowringhee Road,Kolkata,4-way,19,73,436,237,33,59,105,88
India,Hazra Road,Kolkata,4-way,12,643,16,1146,24,105,29,105
India,Park Street,Kolkata,4-way,40,1114,42,17,46,105,47,30
India,Hazra Road,Kolkata,4-way,12,143,146,16,24,76,76,29
India,College Street,Kolkata,4-way,42,194,53,490,47,83,51,105
India,Jaddu Mullick Street,Kolkata,4-way,78,9,17,100,61,21,30,70
India,Raja SC Mullick Road,Kolkata,4-way,293,2,3,72,105,12,14,59
India,Burdwan Road,Kolkata,4-way,27,9,470,20,41,21,105,34
India,Burdwan Road,Kolkata,4-way,669,528,1146,32,105,105,105,43
India,Eastern Metropolitan Bypass,Kolkata,4-way,132,6,14,144,74,17,27,76
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,864,15,112,199,105,28,72,83
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,1082,0,83,107,105,10,63,71
India,Mahatma Gandhi Marg,Indore,4-way,143,77,79,93,76,61,62,67
India,A.B. Road,Indore,4-way,2,0,8,0,12,10,20,10
India,Dewas Road,Indore,4-way,151,825,12,518,77,105,24,105
India,Ujjain Road,Indore,4-way,934,13,147,12,105,26,76,24
India,Dhar Road,Indore,4-way,131,76,20,750,74,60,34,105
India,Pithampur Road,Indore,4-way,2,53,329,129,12,51,105,74
India,Khandwa Road,Indore,4-way,110,39,94,147,71,46,68,76
India,Nemawar Road,Indore,4-way,145,62,100,95,76,55,70,68
India,Sarafa Bazaar,Indore,4-way,15,58,174,134,28,53,80,75
India,Chappan Dukan,Indore,4-way,805,0,39,9,105,10,46,21
India,Olpad-Rander Road,Surat,4-way,165,139,1197,51,79,75,105,50
India,Hazira-Adajan Road,Surat,4-way,43,116,41,43,47,72,46,47
India,Sachin-Udhna Road,Surat,4-way,115,8,391,164,72,20,105,79
India,Dumas-Athwa Road,Surat,4-way,1,16,1029,52,11,29,105,51
India,Kamrej-Varachha Road,Surat,4-way,3,74,6,143,14,60,17,76
India,Kadodara-Sahara Road,Surat,4-way,25,1,7,160,40,11,18,78
India,National Highway 6 (NH6),Surat,4-way,14,114,48,7,27,72,49,18
India,National Highway 8 (NH8),Surat,4-way,142,40,70,23,76,46,58,38
India,Outer Ring Road,Surat,4-way,64,154,8,5,56,77,20,16
India,Surat-Chennai Expressway,Surat,4-way,72,199,400,52,59,83,105,51
India,J.M. Road,Pune,4-way,0,45,594,11,10,48,105,23
India,Fergusson College Road (FC Road),Pune,4-way,70,177,105,25,58,80,71,40
India,Laxmi Road,Pune,4-way,702,479,19,246,105,105,33,89
India,Shivaji Nagar,Pune,4-way,142,29,58,17,76,42,53,30
India,Koregaon Park,Pune,4-way,435,16,909,19,105,29,105,33
India,Kothrud,Pune,4-way,17,55,444,13,30,52,105,26
India,Viman Nagar,Pune,4-way,12,950,45,249,24,105,48,90
India,Aundh,Pune,4-way,146,11,147,11,76,23,76,23
India,Magarpatta City,Pune,4-way,18,786,10,739,32,105,22,105
India,New Kalyani Nagar,Pune,4-way,506,64,186,26,105,56,81,40
India,LBS Marg Junction,Mumbai,4-way,989,32,166,88,105,43,79,65
India,Gandhi Nagar Junction,Mumbai,4-way,62,23,13,123,55,38,26,73
India,Jolly Marg Junction,Mumbai,4-way,27,46,58,11,41,48,53,23
India,Nikolsawadi Circle,Mumbai,4-way,586,46,86,7,105,48,64,18
India,MIDC A Cross Road,Mumbai,4-way,1158,43,62,86,105,47,55,64
India,N S Phadke Marg,Mumbai,4-way,75,198,53,11,60,83,51,23
India,Gokhale Bridge,Delhi,4-way,20,68,714,70,34,57,105,58
India,DND Flyway,Delhi,4-way,21,31,67,514,35,42,57,105
India,Maharani Bagh,Delhi,4-way,316,98,173,0,105,69,80,10
India,Burari Road,Delhi,4-way,88,2,58,78,65,12,53,61
India,Khyber Pass Crossing,Delhi,4-way,427,114,12,1053,105,72,24,105
India,Nigam Bodh Ghat,Delhi,4-way,287,52,68,94,105,51,57,68
India,P.S. Timarpur,Delhi,4-way,13,747,524,297,26,105,105,105
India,Mall Road,Delhi,4-way,1,155,429,86,11,77,105,64
India,Chennai Bypass Road,Chennai,4-way,91,172,17,133,66,80,30,74
India,Bangalore Chennai Expressway,Chennai,4-way,114,122,15,574,72,73,28,105
India,Anna Salai,Chennai,4-way,5,190,591,4,16,82,105,15
India,EVR Periyar Salai,Chennai,4-way,74,71,39,18,60,58,46,32
India,Arukilpadi road,Chennai,4-way,178,197,51,59,80,83,50,54
India,Thakkolam,Chennai,4-way,354,114,41,337,105,72,46,105
India,Golden Quadrilateral,Chennai,4-way,6,0,172,0,17,10,80,10
India,Chowringhee Road,Kolkata,4-way,192,510,1,167,82,105,11,79
India,Hazra Road,Kolkata,4-way,4,14,20,150,15,27,34,77
India,Park Street,Kolkata,4-way,171,944,513,6,79,105,105,17
India,Hazra Road,Kolkata,4-way,15,136,158,2,28,75,78,12
India,College Street,Kolkata,4-way,18,37,74,1096,32,45,60,105
India,Jaddu Mullick Street,Kolkata,4-way,0,12,25,0,10,24,40,10
India,Raja SC Mullick Road,Kolkata,4-way,19,48,17,10,33,49,30,22
India,Burdwan Road,Kolkata,4-way,829,0,34,11,105,10,44,23
India,Burdwan Road,Kolkata,4-way,512,99,26,1,105,70,40,11
India,Eastern Metropolitan Bypass,Kolkata,4-way,127,1027,0,140,74,105,10,75
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,17,52,13,114,30,51,26,72
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,16,28,189,742,29,41,82,105
India,Mahatma Gandhi Marg,Indore,4-way,192,77,51,305,82,61,50,105
India,A.B. Road,Indore,4-way,92,1,47,438,67,11,49,105
India,Dewas Road,Indore,4-way,19,55,161,723,33,52,78,105
India,Ujjain Road,Indore,4-way,129,11,108,1022,74,23,71,105
India,Dhar Road,Indore,4-way,74,52,19,19,60,51,33,33
India,Pithampur Road,Indore,4-way,14,383,23,911,27,105,38,105
India,Khandwa Road,Indore,4-way,7,12,97,157,18,24,69,78
India,Nemawar Road,Indore,4-way,616,609,1130,1037,105,105,105,105
India,Sarafa Bazaar,Indore,4-way,0,343,58,161,10,105,53,78
India,Chappan Dukan,Indore,4-way,9,36,25,40,21,44,40,46
India,Olpad-Rander Road,Surat,4-way,17,0,11,34,30,10,23,44
India,Hazira-Adajan Road,Surat,4-way,95,69,16,7,68,58,29,18
India,Sachin-Udhna Road,Surat,4-way,3,10,19,4,14,22,33,15
India,Dumas-Athwa Road,Surat,4-way,0,11,54,189,10,23,52,82
India,Kamrej-Varachha Road,Surat,4-way,487,8,108,57,105,20,71,53
India,Kadodara-Sahara Road,Surat,4-way,234,1192,164,10,88,105,79,22
India,National Highway 6 (NH6),Surat,4-way,137,8,76,9,75,20,60,21
India,National Highway 8 (NH8),Surat,4-way,92,8,163,167,67,20,78,79
India,Outer Ring Road,Surat,4-way,60,40,45,823,54,46,48,105
India,Surat-Chennai Expressway,Surat,4-way,99,132,910,150,70,74,105,77
India,J.M. Road,Pune,4-way,109,68,101,26,71,57,70,40
India,Fergusson College Road (FC Road),Pune,4-way,18,140,1,44,32,75,11,48
India,Laxmi Road,Pune,4-way,123,18,1040,131,73,32,105,74
India,Shivaji Nagar,Pune,4-way,33,631,112,1101,43,105,72,105
India,Koregaon Park,Pune,4-way,0,642,47,811,10,105,49,105
India,Kothrud,Pune,4-way,1141,75,30,155,105,60,42,77
India,Viman Nagar,Pune,4-way,187,3,19,176,82,14,33,80
India,Aundh,Pune,4-way,0,64,143,410,10,56,76,105
India,Magarpatta City,Pune,4-way,49,49,66,1199,50,50,56,105
India,New Kalyani Nagar,Pune,4-way,61,4,1167,481,54,15,105,105
India,LBS Marg Junction,Mumbai,4-way,57,78,180,15,53,61,81,28
India,Gandhi Nagar Junction,Mumbai,4-way,145,189,12,78,76,82,24,61
India,Jolly Marg Junction,Mumbai,4-way,17,14,1,7,30,27,11,18
India,Nikolsawadi Circle,Mumbai,4-way,177,19,15,8,80,33,28,20
India,MIDC A Cross Road,Mumbai,4-way,24,9,45,197,39,21,48,83
India,N S Phadke Marg,Mumbai,4-way,19,190,182,20,33,82,81,34
India,Gokhale Bridge,Delhi,4-way,81,13,125,1,62,26,73,11
India,DND Flyway,Delhi,4-way,66,50,138,17,56,50,75,30
India,Maharani Bagh,Delhi,4-way,82,5,493,21,63,16,105,35
India,Burari Road,Delhi,4-way,505,7,176,23,105,18,80,38
India,Khyber Pass Crossing,Delhi,4-way,112,17,13,20,72,30,26,34
India,Nigam Bodh Ghat,Delhi,4-way,1065,9,103,97,105,21,70,69
India,P.S. Timarpur,Delhi,4-way,0,13,160,18,10,26,78,32
India,Mall Road,Delhi,4-way,1113,64,10,108,105,56,22,71
India,Chennai Bypass Road,Chennai,4-way,1102,73,377,93,105,59,105,67
India,Bangalore Chennai Expressway,Chennai,4-way,44,17,11,120,48,30,23,73
India,Anna Salai,Chennai,4-way,485,14,47,135,105,27,49,75
India,EVR Periyar Salai,Chennai,4-way,179,13,15,8,81,26,28,20
India,Arukilpadi road,Chennai,4-way,24,19,15,89,39,33,28,66
India,Thakkolam,Chennai,4-way,56,796,89,12,52,105,66,24
India,Golden Quadrilateral,Chennai,4-way,82,190,21,90,63,82,35,66
India,Chowringhee Road,Kolkata,4-way,57,670,27,542,53,105,41,105
India,Hazra Road,Kolkata,4-way,64,66,954,1004,56,56,105,105
India,Park Street,Kolkata,4-way,15,1085,7,6,28,105,18,17
India,Hazra Road,Kolkata,4-way,99,12,112,18,70,24,72,32
India,College Street,Kolkata,4-way,21,2,200,169,35,12,83,79
India,Jaddu Mullick Street,Kolkata,4-way,94,142,11,91,68,76,23,66
India,Raja SC Mullick Road,Kolkata,4-way,9,39,81,141,21,46,62,75
India,Burdwan Road,Kolkata,4-way,78,140,0,19,61,75,10,33
India,Burdwan Road,Kolkata,4-way,15,96,486,5,28,68,105,16
India,Eastern Metropolitan Bypass,Kolkata,4-way,78,5,15,10,61,16,28,22
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,14,171,8,708,27,79,20,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,819,592,0,13,105,105,10,26
India,Mahatma Gandhi Marg,Indore,4-way,19,99,45,13,33,70,48,26
India,A.B. Road,Indore,4-way,27,9,4,496,41,21,15,105
India,Dewas Road,Indore,4-way,13,159,28,279,26,78,41,105
India,Ujjain Road,Indore,4-way,12,24,58,60,24,39,53,54
India,Dhar Road,Indore,4-way,69,131,136,19,58,74,75,33
India,Pithampur Road,Indore,4-way,78,52,453,291,61,51,105,105
India,Khandwa Road,Indore,4-way,384,172,0,60,105,80,10,54
India,Nemawar Road,Indore,4-way,197,1015,15,39,83,105,28,46
India,Sarafa Bazaar,Indore,4-way,40,54,1116,24,46,52,105,39
India,Chappan Dukan,Indore,4-way,14,7,17,99,27,18,30,70
India,Olpad-Rander Road,Surat,4-way,39,78,75,15,46,61,60,28
India,Hazira-Adajan Road,Surat,4-way,4,9,40,3,15,21,46,14
India,Sachin-Udhna Road,Surat,4-way,73,519,11,17,59,105,23,30
India,Dumas-Athwa Road,Surat,4-way,76,0,48,3,60,10,49,14
India,Kamrej-Varachha Road,Surat,4-way,1183,76,65,13,105,60,56,26
India,Kadodara-Sahara Road,Surat,4-way,14,112,67,160,27,72,57,78
India,National Highway 6 (NH6),Surat,4-way,74,38,168,66,60,45,79,56
India,National Highway 8 (NH8),Surat,4-way,20,0,10,84,34,10,22,64
India,Outer Ring Road,Surat,4-way,14,937,64,116,27,105,56,72
India,Surat-Chennai Expressway,Surat,4-way,10,770,29,1192,22,105,42,105
India,J.M. Road,Pune,4-way,197,13,130,95,83,26,74,68
India,Fergusson College Road (FC Road),Pune,4-way,764,171,1090,17,105,79,105,30
India,Laxmi Road,Pune,4-way,0,105,68,714,10,71,57,105
India,Shivaji Nagar,Pune,4-way,75,24,106,4,60,39,71,15
India,Koregaon Park,Pune,4-way,14,631,11,13,27,105,23,26
India,Kothrud,Pune,4-way,59,79,5,1012,54,62,16,105
India,Viman Nagar,Pune,4-way,14,56,54,19,27,52,52,33
India,Aundh,Pune,4-way,207,93,78,690,84,67,61,105
India,Magarpatta City,Pune,4-way,166,56,1179,109,79,52,105,71
India,New Kalyani Nagar,Pune,4-way,177,111,55,883,80,71,52,105
India,LBS Marg Junction,Mumbai,4-way,763,99,180,13,105,70,81,26
India,Gandhi Nagar Junction,Mumbai,4-way,1,35,1040,62,11,44,105,55
India,Jolly Marg Junction,Mumbai,4-way,1062,19,148,225,105,33,76,87
India,Nikolsawadi Circle,Mumbai,4-way,37,70,0,7,45,58,10,18
India,MIDC A Cross Road,Mumbai,4-way,15,13,47,750,28,26,49,105
India,N S Phadke Marg,Mumbai,4-way,17,4,375,79,30,15,105,62
India,Gokhale Bridge,Delhi,4-way,1131,32,46,16,105,43,48,29
India,DND Flyway,Delhi,4-way,173,111,66,19,80,71,56,33
India,Maharani Bagh,Delhi,4-way,13,474,51,3,26,105,50,14
India,Burari Road,Delhi,4-way,14,631,69,20,27,105,58,34
India,Khyber Pass Crossing,Delhi,4-way,20,11,155,94,34,23,77,68
India,Nigam Bodh Ghat,Delhi,4-way,4,19,243,94,15,33,89,68
India,P.S. Timarpur,Delhi,4-way,29,43,63,98,42,47,55,69
India,Mall Road,Delhi,4-way,16,178,43,667,29,80,47,105
India,Chennai Bypass Road,Chennai,4-way,75,16,10,28,60,29,22,41
India,Bangalore Chennai Expressway,Chennai,4-way,12,974,15,923,24,105,28,105
India,Anna Salai,Chennai,4-way,77,7,20,1059,61,18,34,105
India,EVR Periyar Salai,Chennai,4-way,3,883,28,82,14,105,41,63
India,Arukilpadi road,Chennai,4-way,42,34,16,37,47,44,29,45
India,Thakkolam,Chennai,4-way,18,12,52,5,32,24,51,16
India,Golden Quadrilateral,Chennai,4-way,697,1035,77,941,105,105,61,105
India,Chowringhee Road,Kolkata,4-way,16,1,0,159,29,11,10,78
India,Hazra Road,Kolkata,4-way,135,93,18,885,75,67,32,105
India,Park Street,Kolkata,4-way,692,49,42,41,105,50,47,46
India,Hazra Road,Kolkata,4-way,13,12,12,15,26,24,24,28
India,College Street,Kolkata,4-way,91,13,16,47,66,26,29,49
India,Jaddu Mullick Street,Kolkata,4-way,640,16,100,11,105,29,70,23
India,Raja SC Mullick Road,Kolkata,4-way,13,4,137,145,26,15,75,76
India,Burdwan Road,Kolkata,4-way,46,57,96,875,48,53,68,105
India,Burdwan Road,Kolkata,4-way,543,9,1,343,105,21,11,105
India,Eastern Metropolitan Bypass,Kolkata,4-way,90,14,1,12,66,27,11,24
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,188,19,192,154,82,33,82,77
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,994,5,73,19,105,16,59,33
India,Mahatma Gandhi Marg,Indore,4-way,6,30,63,0,17,42,55,10
India,A.B. Road,Indore,4-way,18,17,5,1,32,30,16,11
India,Dewas Road,Indore,4-way,174,126,405,165,80,73,105,79
India,Ujjain Road,Indore,4-way,45,3,53,17,48,14,51,30
India,Dhar Road,Indore,4-way,13,113,154,84,26,72,77,64
India,Pithampur Road,Indore,4-way,354,13,15,140,105,26,28,75
India,Khandwa Road,Indore,4-way,1063,37,41,370,105,45,46,105
India,Nemawar Road,Indore,4-way,9,12,174,160,21,24,80,78
India,Sarafa Bazaar,Indore,4-way,191,1054,809,410,82,105,105,105
India,Chappan Dukan,Indore,4-way,677,95,34,14,105,68,44,27
India,Olpad-Rander Road,Surat,4-way,60,13,71,747,54,26,58,105
India,Hazira-Adajan Road,Surat,4-way,30,156,808,82,42,77,105,63
India,Sachin-Udhna Road,Surat,4-way,8,76,28,1011,20,60,41,105
India,Dumas-Athwa Road,Surat,4-way,193,23,1044,33,82,38,105,43
India,Kamrej-Varachha Road,Surat,4-way,175,147,93,104,80,76,67,71
India,Kadodara-Sahara Road,Surat,4-way,18,765,71,138,32,105,58,75
India,National Highway 6 (NH6),Surat,4-way,984,3,122,1119,105,14,73,105
India,National Highway 8 (NH8),Surat,4-way,155,180,13,74,77,81,26,60
India,Outer Ring Road,Surat,4-way,46,14,493,63,48,27,105,55
India,Surat-Chennai Expressway,Surat,4-way,63,62,6,33,55,55,17,43
India,J.M. Road,Pune,4-way,6,65,230,34,17,56,87,44
India,Fergusson College Road (FC Road),Pune,4-way,12,22,0,70,24,36,10,58
India,Laxmi Road,Pune,4-way,54,1143,25,0,52,105,40,10
India,Shivaji Nagar,Pune,4-way,20,39,6,3,34,46,17,14
India,Koregaon Park,Pune,4-way,71,295,89,6,58,105,66,17
India,Kothrud,Pune,4-way,80,15,9,16,62,28,21,29
India,Viman Nagar,Pune,4-way,84,123,304,54,64,73,105,52
India,Aundh,Pune,4-way,11,15,984,31,23,28,105,42
India,Magarpatta City,Pune,4-way,228,8,150,38,87,20,77,45
India,New Kalyani Nagar,Pune,4-way,131,116,130,372,74,72,74,105
India,LBS Marg Junction,Mumbai,4-way,160,11,66,142,78,23,56,76
India,Gandhi Nagar Junction,Mumbai,4-way,188,49,98,559,82,50,69,105
India,Jolly Marg Junction,Mumbai,4-way,18,175,89,12,32,80,66,24
India,Nikolsawadi Circle,Mumbai,4-way,144,288,68,0,76,105,57,10
India,MIDC A Cross Road,Mumbai,4-way,14,79,87,747,27,62,65,105
India,N S Phadke Marg,Mumbai,4-way,46,75,574,23,48,60,105,38
India,Gokhale Bridge,Delhi,4-way,8,759,32,68,20,105,43,57
India,DND Flyway,Delhi,4-way,131,516,61,17,74,105,54,30
India,Maharani Bagh,Delhi,4-way,11,172,15,16,23,80,28,29
India,Burari Road,Delhi,4-way,17,7,154,16,30,18,77,29
India,Khyber Pass Crossing,Delhi,4-way,9,700,61,54,21,105,54,52
India,Nigam Bodh Ghat,Delhi,4-way,2,142,54,100,12,76,52,70
India,P.S. Timarpur,Delhi,4-way,17,14,5,163,30,27,16,78
India,Mall Road,Delhi,4-way,167,0,865,781,79,10,105,105
India,Chennai Bypass Road,Chennai,4-way,20,160,11,35,34,78,23,44
India,Bangalore Chennai Expressway,Chennai,4-way,43,126,59,67,47,73,54,57
India,Anna Salai,Chennai,4-way,170,21,60,173,79,35,54,80
India,EVR Periyar Salai,Chennai,4-way,15,34,16,41,28,44,29,46
India,Arukilpadi road,Chennai,4-way,15,51,171,1157,28,50,79,105
India,Thakkolam,Chennai,4-way,186,20,1162,82,81,34,105,63
India,Golden Quadrilateral,Chennai,4-way,130,2,3,19,74,12,14,33
India,Chowringhee Road,Kolkata,4-way,73,100,785,18,59,70,105,32
India,Hazra Road,Kolkata,4-way,12,45,34,1110,24,48,44,105
India,Park Street,Kolkata,4-way,154,0,2,142,77,10,12,76
India,Hazra Road,Kolkata,4-way,171,70,176,4,79,58,80,15
India,College Street,Kolkata,4-way,85,913,20,65,64,105,34,56
India,Jaddu Mullick Street,Kolkata,4-way,95,45,337,43,68,48,105,47
India,Raja SC Mullick Road,Kolkata,4-way,923,20,1165,80,105,34,105,62
India,Burdwan Road,Kolkata,4-way,19,139,29,13,33,75,42,26
India,Burdwan Road,Kolkata,4-way,11,116,1053,84,23,72,105,64
India,Eastern Metropolitan Bypass,Kolkata,4-way,0,154,12,5,10,77,24,16
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,103,112,60,34,70,72,54,44
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,60,16,48,58,54,29,49,53
India,Mahatma Gandhi Marg,Indore,4-way,181,85,16,143,81,64,29,76
India,A.B. Road,Indore,4-way,108,99,559,529,71,70,105,105
India,Dewas Road,Indore,4-way,993,688,12,40,105,105,24,46
India,Ujjain Road,Indore,4-way,181,13,16,31,81,26,29,42
India,Dhar Road,Indore,4-way,91,135,69,107,66,75,58,71
India,Pithampur Road,Indore,4-way,404,29,13,93,105,42,26,67
India,Khandwa Road,Indore,4-way,9,22,55,12,21,36,52,24
India,Nemawar Road,Indore,4-way,25,20,64,69,40,34,56,58
India,Sarafa Bazaar,Indore,4-way,0,173,105,25,10,80,71,40
India,Chappan Dukan,Indore,4-way,17,55,813,143,30,52,105,76
India,Olpad-Rander Road,Surat,4-way,83,66,429,612,63,56,105,105
India,Hazira-Adajan Road,Surat,4-way,16,175,108,1018,29,80,71,105
India,Sachin-Udhna Road,Surat,4-way,881,54,1195,108,105,52,105,71
India,Dumas-Athwa Road,Surat,4-way,120,9,61,45,73,21,54,48
India,Kamrej-Varachha Road,Surat,4-way,116,17,95,19,72,30,68,33
India,Kadodara-Sahara Road,Surat,4-way,17,20,76,142,30,34,60,76
India,National Highway 6 (NH6),Surat,4-way,10,93,11,581,22,67,23,105
India,National Highway 8 (NH8),Surat,4-way,178,16,99,10,80,29,70,22
India,Outer Ring Road,Surat,4-way,131,590,20,185,74,105,34,81
India,Surat-Chennai Expressway,Surat,4-way,15,76,111,77,28,60,71,61
India,J.M. Road,Pune,4-way,20,20,2,61,34,34,12,54
India,Fergusson College Road (FC Road),Pune,4-way,12,14,2,16,24,27,12,29
India,Laxmi Road,Pune,4-way,133,37,5,65,74,45,16,56
India,Shivaji Nagar,Pune,4-way,1116,18,89,184,105,32,66,81
India,Koregaon Park,Pune,4-way,62,18,90,9,55,32,66,21
